fabian	remolina	carnes	durham_lifspan	durham_fecundityw1	durham_fecundityw3	durham_fecundityw5	durham_fecundityw7	durham_fecundityLifetime	huang_DGRP	huang_AIP	ours_HS_C_1kb	ours_HS_1kb	ours_C_1kb	hoedjes_lifespan	hoedjes_diet	hoedjes_diet_lifespan	genAge_dmel
FBgn0039633	FBgn0035232	FBgn0035603	NA	NA	NA	FBgn0034665	FBgn0034563	NA	FBgn0035267	FBgn0013995	FBgn0010415	FBgn0028482	FBgn0260229	FBgn0259146	FBgn0037074	FBgn0051221	FBgn0020238
FBgn0039637	FBgn0035238	FBgn0029660	NA	NA	NA	FBgn0034664	FBgn0083951	NA	FBgn0031289	FBgn0000253	FBgn0010417	FBgn0028491	FBgn0260943	FBgn0259175	FBgn0037076	FBgn0051676	FBgn0010379
FBgn0039642	FBgn0035241	FBgn0038773	NA	NA	NA	FBgn0259142	FBgn0050291	NA	FBgn0036849	FBgn0011569	FBgn0010434	FBgn0028494	FBgn0260964	FBgn0259179	FBgn0037292	FBgn0051678	FBcl0443166
FBgn0039645	FBgn0029822	FBgn0034253	NA	NA	NA	FBgn0034691	FBgn0001133	NA	FBgn0036851	FBgn0030758	FBgn0010453	FBgn0028496	FBgn0260995	FBgn0259209	FBgn0037304	FBgn0054051	FBgn0259170
FBgn0030065	FBgn0038665	FBgn0031736	NA	NA	NA	FBgn0034720	FBgn0034572	NA	FBgn0036352	FBgn0042134	FBgn0010551	FBgn0028538	FBgn0261046	FBgn0259211	FBgn0037529	FBgn0067312	FBgn0044452
FBgn0031018	FBgn0028857	FBgn0034693	NA	NA	NA	FBgn0034729	FBgn0010415	NA	FBgn0036331	FBgn0023095	FBgn0010591	FBgn0028837	FBgn0261109	FBgn0259236	FBgn0037643	FBgn0083972	FBgn0036813
FBgn0029662	FBgn0031103	FBgn0034507	NA	NA	NA	FBgn0034730	FBgn0043070	NA	FBgn0032022	FBgn0052183	FBgn0010651	FBgn0028847	FBgn0261514	FBgn0260795	FBgn0038498	FBgn0086251	FBgn0000158
FBgn0031026	FBgn0035392	FBgn0034500	NA	NA	NA	FBgn0034731	FBgn0016641	NA	FBgn0038159	FBgn0052499	FBgn0010750	FBgn0028879	FBgn0261545	FBgn0261243	FBgn0040007	FBgn0250785	FBgn0000229
FBgn0035811	FBgn0030420	FBgn0036329	NA	NA	NA	FBgn0003175	FBgn0000326	NA	FBgn0038158	FBgn0025781	FBgn0010825	FBgn0028888	FBgn0261556	FBgn0261289	FBgn0040089	FBgn0250867	FBgn0039576
FBgn0030676	FBgn0030373	FBgn0034713	NA	NA	NA	FBgn0034741	FBgn0034662	NA	FBgn0039647	FBgn0004876	FBgn0010909	FBgn0029504	FBgn0261938	FBgn0261618	FBgn0040091	FBgn0259791	FBgn0042132
FBgn0035571	FBgn0029825	FBgn0034721	NA	NA	NA	FBgn0034742	FBgn0034665	NA	FBgn0039617	FBgn0027491	FBgn0011202	FBgn0029663	FBgn0262123	FBgn0262617	FBgn0040092	FBgn0260753	FBcl0476549
FBgn0038968	FBgn0035401	FBgn0034901	NA	NA	NA	FBgn0034761	FBgn0050406	NA	FBgn0039611	FBgn0039056	FBgn0011211	FBgn0029709	FBgn0262843	FBgn0262685	FBgn0040553	FBgn0261597	FBgn0036568
FBgn0035171	FBgn0031141	FBgn0039798	NA	NA	NA	FBgn0260768	FBgn0034666	NA	FBgn0039609	FBgn0028509	FBgn0011259	FBgn0029712	FBgn0263346	FBgn0262794	FBgn0041092	FBgn0261963	FBcl0413371
FBgn0031703	FBgn0031134	FBgn0031857	NA	NA	NA	FBgn0259145	FBgn0034667	NA	FBgn0037127	FBgn0037972	FBgn0011260	FBgn0029713	FBgn0263511	FBgn0262871	FBgn0046692	FBgn0262140	FBgn0030718
FBgn0036102	FBgn0031129	FBgn0031856	NA	NA	NA	FBgn0046253	FBgn0085397	NA	FBgn0037128	FBgn0031563	FBgn0011279	FBgn0029762	FBgn0263780	FBgn0263395	FBgn0047095	FBgn0262743	FBgn0004407
FBgn0029657	FBgn0032577	FBgn0034737	NA	NA	NA	FBgn0262728	FBgn0034693	NA	FBgn0037822	FBgn0035727	FBgn0011288	FBgn0029768	FBgn0263873	FBgn0263842	FBgn0050001	FBgn0263355	FBgn0260003
FBgn0030952	FBgn0045827	FBgn0040364	NA	NA	NA	FBgn0035239	FBgn0085234	NA	FBgn0035718	FBgn0036369	FBgn0011509	FBgn0029826	FBgn0265297	FBgn0263846	FBgn0050011	FBgn0263996	FBcl0446905
FBgn0031103	FBgn0032582	FBgn0040363	NA	NA	NA	FBgn0035240	FBgn0000008	NA	FBgn0032377	FBgn0035715	FBgn0011589	FBgn0029834	FBgn0265416	FBgn0264324	FBgn0050015	FBgn0264865	FBgn0000629
FBgn0030666	FBgn0035921	FBgn0034200	NA	NA	NA	FBgn0035260	FBgn0034705	NA	FBgn0030938	FBgn0038088	FBgn0011596	FBgn0029878	FBgn0266347	FBgn0264506	FBgn0050195	FBgn0266222	FBcl0453581
FBgn0030420	FBgn0040828	FBgn0034198	NA	NA	NA	FBgn0052311	FBgn0034706	NA	FBgn0034397	FBgn0036366	FBgn0011638	FBgn0029922	FBgn0267071	FBgn0264711	FBgn0050257	FBgn0266312	FBgn0023511
FBgn0030055	FBgn0035932	FBgn0026876	NA	NA	NA	FBgn0035331	FBgn0050274	NA	FBgn0027580	FBgn0032800	FBgn0011723	FBgn0030053	FBgn0267428	FBgn0265379	FBgn0050385	FBgn0266346	FBcl0429918
FBgn0039523	FBgn0035933	FBgn0035359	NA	NA	NA	FBgn0052296	FBgn0259179	NA	FBgn0033108	FBgn0035704	FBgn0011802	FBgn0030206	FBgn0267429	FBgn0265590	FBgn0052296	FBgn0266356	FBgn0260400
FBgn0030859	FBgn0035928	FBgn0039749	NA	NA	NA	FBgn0026259	FBgn0034838	NA	FBgn0028879	FBgn0035697	FBgn0011897	FBgn0030240	FBgn0267430	FBgn0265598	FBgn0052436	FBgn0266801	FBgn0000588
FBgn0030847	FBgn0035929	FBgn0039733	NA	NA	NA	FBgn0004910	FBgn0050412	NA	FBgn0028526	FBgn0032801	FBgn0013272	FBgn0030241	FBgn0267431	FBgn0265784	FBgn0052590	FBgn0267350	FBcl0406756
FBgn0030846	FBgn0035931	FBgn0036196	NA	NA	NA	FBgn0035511	FBgn0263084	NA	FBgn0031460	FBgn0036353	FBgn0013305	FBgn0030389	FBgn0267704	FBgn0265890	FBgn0052600	FBgn0267911	FBgn0030092
FBgn0040877	FBgn0035941	FBgn0036170	NA	NA	NA	FBgn0262870	FBgn0050419	NA	FBgn0029746	FBgn0032796	FBgn0013435	FBgn0030643	NA	FBgn0265998	FBgn0052695	FBgn0267964	FBcl0458148
FBgn0030826	FBgn0035949	FBgn0039313	NA	NA	NA	FBgn0035574	FBgn0035042	NA	FBgn0029697	FBgn0039118	FBgn0013467	FBgn0030654	NA	FBgn0266257	FBgn0053087	FBgn0000061	FBgn0033153
FBgn0030807	FBgn0040827	FBgn0035236	NA	NA	NA	FBgn0052423	FBgn0035043	NA	FBgn0029696	FBgn0033971	FBgn0013469	FBgn0030655	NA	FBgn0266579	FBgn0053144	FBgn0000116	FBgn0035468
FBgn0030806	FBgn0036421	FBgn0035445	NA	NA	NA	FBgn0035608	FBgn0035142	NA	FBgn0031627	FBgn0027596	FBgn0013576	FBgn0030729	NA	FBgn0266696	FBgn0053757	FBgn0000442	FBcl0410358
FBgn0030804	FBgn0036419	FBgn0027903	NA	NA	NA	FBgn0035626	FBgn0035199	NA	FBgn0034622	FBgn0035688	FBgn0013733	FBgn0030993	NA	FBgn0266940	FBgn0082585	FBgn0000463	FBgn0010226
FBgn0030798	FBgn0036406	FBgn0035283	NA	NA	NA	FBgn0085447	FBgn0052333	NA	FBgn0034093	FBgn0034643	FBgn0013755	FBgn0030994	NA	FBgn0267248	FBgn0083940	FBgn0000527	FBgn0033448
FBgn0030797	FBgn0036382	FBgn0035285	NA	NA	NA	FBgn0003984	FBgn0262110	NA	FBgn0034099	FBgn0260455	FBgn0013759	FBgn0031008	NA	FBgn0267730	FBgn0083963	FBgn0000721	FBgn0001218
FBgn0030794	FBgn0036390	FBgn0035585	NA	NA	NA	FBgn0035642	FBgn0259702	NA	FBgn0029814	FBgn0036208	FBgn0013765	FBgn0031034	NA	NA	FBgn0085235	FBgn0001259	FBgn0001223
FBgn0031141	FBgn0035186	FBgn0039831	NA	NA	NA	FBgn0035641	FBgn0035332	NA	FBgn0028476	FBgn0034731	FBgn0013972	FBgn0031038	NA	NA	FBgn0085256	FBgn0002543	FBgn0036046
FBgn0036577	FBgn0035237	FBgn0043458	NA	NA	NA	FBgn0035663	FBgn0035348	NA	FBgn0035337	FBgn0032724	FBgn0013973	FBgn0031039	NA	NA	FBgn0085280	FBgn0002563	FBgn0040309
FBgn0032780	FBgn0035248	FBgn0035227	NA	NA	NA	FBgn0250815	FBgn0010905	NA	FBgn0035316	FBgn0037531	FBgn0013983	FBgn0031144	NA	NA	FBgn0086675	FBgn0002921	FBcl0443000
FBgn0031134	FBgn0025712	FBgn0035241	NA	NA	NA	FBgn0005658	FBgn0035372	NA	FBgn0031558	FBgn0034634	FBgn0013995	FBgn0031279	NA	NA	FBgn0086698	FBgn0003278	FBgn0035088
FBgn0032609	FBgn0035267	FBgn0030041	NA	NA	NA	FBgn0042185	FBgn0005640	NA	FBgn0028904	FBgn0039312	FBgn0014141	FBgn0031292	NA	NA	FBgn0087007	FBgn0003310	FBcl0443000
FBgn0035858	FBgn0035286	FBgn0039131	NA	NA	NA	FBgn0263973	FBgn0035484	NA	FBgn0040496	FBgn0034583	FBgn0014189	FBgn0031294	NA	NA	FBgn0259143	FBgn0003444	FBgn0035088
FBgn0035844	FBgn0035243	FBgn0036483	NA	NA	NA	FBgn0004619	FBgn0066365	NA	FBgn0039048	FBgn0039321	FBgn0014861	FBgn0031304	NA	NA	FBgn0259234	FBgn0003721	FBgn0038475
FBgn0035816	FBgn0035246	FBgn0036082	NA	NA	NA	FBgn0045759	FBgn0260657	NA	FBgn0036440	FBgn0036289	FBgn0014877	FBgn0031305	NA	NA	FBgn0259239	FBgn0003916	FBgn0010504
FBgn0032824	FBgn0035256	FBgn0035360	NA	NA	NA	FBgn0260660	FBgn0262870	NA	FBgn0032419	FBgn0036288	FBgn0015380	FBgn0031356	NA	NA	FBgn0259676	FBgn0003944	FBgn0038476
FBgn0039522	FBgn0035258	FBgn0086604	NA	NA	NA	FBgn0053556	FBgn0005775	NA	FBgn0033802	FBgn0035586	FBgn0015589	FBgn0031357	NA	NA	FBgn0260768	FBgn0004583	FBgn0011455
FBgn0031786	FBgn0035270	FBgn0034782	NA	NA	NA	FBgn0035756	FBgn0020251	NA	FBgn0036454	FBgn0036368	FBgn0015600	FBgn0031374	NA	NA	FBgn0260799	FBgn0004611	FBgn0034657
FBgn0031785	FBgn0035282	FBgn0035171	NA	NA	NA	FBgn0035766	FBgn0250849	NA	FBgn0034624	FBgn0039235	FBgn0015609	FBgn0031516	NA	NA	FBgn0261258	FBgn0004652	FBgn0028717
FBgn0031776	FBgn0035287	FBgn0029930	NA	NA	NA	FBgn0052029	FBgn0263387	NA	FBgn0036796	FBgn0038090	FBgn0015721	FBgn0031564	NA	NA	FBgn0261555	FBgn0004862	FBcl0424257
FBgn0031770	FBgn0036057	FBgn0030952	NA	NA	NA	FBgn0263930	FBgn0045759	NA	FBgn0036795	FBgn0037514	FBgn0015803	FBgn0031571	NA	NA	FBgn0261588	FBgn0005278	FBgn0020278
FBgn0031700	FBgn0036036	FBgn0031103	NA	NA	NA	FBgn0016081	FBgn0260660	NA	FBgn0265268	FBgn0032857	FBgn0015808	FBgn0031627	NA	NA	FBgn0261649	FBgn0005660	FBgn0262169
FBgn0030981	FBgn0036013	FBgn0029771	NA	NA	NA	FBgn0259163	FBgn0052365	NA	FBgn0034206	FBgn0036310	FBgn0015903	FBgn0031649	NA	NA	FBgn0261871	FBgn0008651	FBcl0446066
FBgn0030996	FBgn0038695	FBgn0024365	NA	NA	NA	FBgn0036043	FBgn0010825	NA	FBgn0038589	FBgn0031741	FBgn0015904	FBgn0031716	NA	NA	FBgn0262142	FBgn0010323	FBgn0002774
FBgn0030998	FBgn0038685	FBgn0038356	NA	NA	NA	FBgn0085411	FBgn0035932	NA	FBgn0042185	FBgn0034693	FBgn0016059	FBgn0031724	NA	NA	FBgn0262169	FBgn0010415	FBgn0014863
FBgn0031002	FBgn0038674	FBgn0033497	NA	NA	NA	FBgn0085385	FBgn0035933	NA	FBgn0039773	FBgn0030408	FBgn0016070	FBgn0031759	NA	NA	FBgn0262518	FBgn0010583	FBgn0040305
FBgn0031023	FBgn0038673	FBgn0034022	NA	NA	NA	FBgn0040823	FBgn0040827	NA	FBgn0033484	FBgn0039241	FBgn0016075	FBgn0032069	NA	NA	FBgn0262579	FBgn0010770	FBcl0430687
FBgn0031032	FBgn0038660	FBgn0036605	NA	NA	NA	FBgn0052057	FBgn0043806	NA	FBgn0032864	FBgn0030511	FBgn0016076	FBgn0032110	NA	NA	FBgn0262614	FBgn0011766	FBgn0051216
FBgn0031034	FBgn0038658	FBgn0036591	NA	NA	NA	FBgn0036078	FBgn0264000	NA	FBgn0031459	FBgn0030257	FBgn0016078	FBgn0032116	NA	NA	FBgn0263102	FBgn0013323	FBcl0409047
FBgn0031037	FBgn0038656	FBgn0036607	NA	NA	NA	FBgn0052062	FBgn0260396	NA	FBgn0050015	FBgn0031860	FBgn0016081	FBgn0032129	NA	NA	FBgn0263109	FBgn0013812	FBgn0053126
FBgn0031033	FBgn0038655	FBgn0035333	NA	NA	NA	FBgn0026160	FBgn0262592	NA	FBgn0050080	FBgn0036330	FBgn0016697	FBgn0032151	NA	NA	FBgn0263257	FBgn0014029	FBgn0037019
FBgn0031062	FBgn0038654	FBgn0033703	NA	NA	NA	FBgn0260795	FBgn0036111	NA	FBgn0050273	FBgn0034700	FBgn0016754	FBgn0032287	NA	NA	FBgn0263260	FBgn0015663	FBgn0015279
FBgn0039462	FBgn0030406	FBgn0035643	NA	NA	NA	FBgn0259481	FBgn0036110	NA	FBgn0050394	FBgn0035557	FBgn0016930	FBgn0032304	NA	NA	FBgn0263392	FBgn0015905	FBgn0038570
FBgn0039467	FBgn0030361	FBgn0035648	NA	NA	NA	FBgn0053489	FBgn0036219	NA	FBgn0050457	FBgn0035490	FBgn0017590	FBgn0032364	NA	NA	FBgn0263466	FBgn0015924	FBcl0419375
FBgn0039479	FBgn0035412	FBgn0033787	NA	NA	NA	FBgn0085449	FBgn0036220	NA	FBgn0031465	FBgn0034737	FBgn0020304	FBgn0032365	NA	NA	FBgn0263930	FBgn0016047	FBgn0026379
FBgn0029665	FBgn0035413	FBgn0033792	NA	NA	NA	FBgn0036217	FBgn0036279	NA	FBgn0051323	FBgn0034200	FBgn0020307	FBgn0032366	NA	NA	FBgn0263995	FBgn0016926	FBcl0417455
FBgn0039655	FBgn0035428	FBgn0033856	NA	NA	NA	FBgn0036302	FBgn0260945	NA	FBgn0051345	FBgn0037021	FBgn0020312	FBgn0032444	NA	NA	FBgn0264078	FBgn0016977	FBgn0010263
FBgn0039647	FBgn0035439	FBgn0033884	NA	NA	NA	FBgn0261933	FBgn0036316	NA	FBgn0051427	FBgn0037162	FBgn0020506	FBgn0032518	NA	NA	FBgn0264090	FBgn0020304	FBgn0264357
FBgn0039641	FBgn0035409	FBgn0039797	NA	NA	NA	FBgn0023095	FBgn0036373	NA	FBgn0051445	FBgn0034688	FBgn0020509	FBgn0032519	NA	NA	FBgn0264485	FBgn0020622	FBcl0421539
FBgn0039640	FBgn0035410	FBgn0034662	NA	NA	NA	FBgn0052137	FBgn0036398	NA	FBgn0051475	FBgn0030541	FBgn0021768	FBgn0032520	NA	NA	FBgn0264495	FBgn0021874	FBgn0029976
FBgn0039617	FBgn0035414	FBgn0034684	NA	NA	NA	FBgn0001108	FBgn0052138	NA	FBgn0051638	FBgn0035488	FBgn0021906	FBgn0032834	NA	NA	FBgn0265345	FBgn0021906	FBgn0261560
FBgn0039612	FBgn0035415	FBgn0034723	NA	NA	NA	FBgn0052133	FBgn0036411	NA	FBgn0051729	FBgn0036836	FBgn0021967	FBgn0032835	NA	NA	FBgn0265611	FBgn0022246	FBgn0039298
FBgn0039613	FBgn0035420	FBgn0034786	NA	NA	NA	FBgn0041604	FBgn0262580	NA	FBgn0051760	FBgn0037625	FBgn0022238	FBgn0032857	NA	NA	FBgn0265873	FBgn0023489	FBcl0479738
FBgn0039611	FBgn0035431	FBgn0039209	NA	NA	NA	FBgn0000216	FBgn0259175	NA	FBgn0051769	FBgn0028947	FBgn0022987	FBgn0032914	NA	NA	FBgn0265959	FBgn0024314	FBgn0260990
FBgn0040357	FBgn0035440	FBgn0039277	NA	NA	NA	FBgn0026320	FBgn0085274	NA	FBgn0051814	FBgn0039644	FBgn0023001	FBgn0033010	NA	NA	FBgn0266096	FBgn0025680	FBgn0004057
FBgn0040358	FBgn0035449	FBgn0040376	NA	NA	NA	FBgn0260635	FBgn0036481	NA	FBgn0051832	FBgn0039645	FBgn0023172	FBgn0033033	NA	NA	FBgn0266354	FBgn0025683	FBgn0013277
FBgn0040360	FBgn0040694	FBgn0040375	NA	NA	NA	FBgn0036665	FBgn0036486	NA	FBgn0051862	FBgn0036678	FBgn0023214	FBgn0033054	NA	NA	FBgn0266434	FBgn0026239	FBgn0037248
FBgn0040361	FBgn0035469	FBgn0035332	NA	NA	NA	FBgn0010352	FBgn0004396	NA	FBgn0051909	FBgn0031620	FBgn0023441	FBgn0033159	NA	NA	FBgn0266435	FBgn0026324	FBcl0408760
FBgn0040365	FBgn0038709	FBgn0034502	NA	NA	NA	FBgn0260943	FBgn0036542	NA	FBgn0029888	FBgn0035429	FBgn0024189	FBgn0033362	NA	NA	FBgn0266629	FBgn0026438	FBgn0044047
FBgn0035782	FBgn0031100	FBgn0035165	NA	NA	NA	FBgn0036717	FBgn0036684	NA	FBgn0052073	FBgn0039831	FBgn0024232	FBgn0033368	NA	NA	FBgn0266703	FBgn0027592	FBgn0031148
FBgn0035797	FBgn0031144	FBgn0035169	NA	NA	NA	FBgn0027660	FBgn0036710	NA	FBgn0052103	FBgn0037386	FBgn0024249	FBgn0033403	NA	NA	FBgn0266886	FBgn0027597	FBgn0003607
FBgn0040922	FBgn0031143	FBgn0035158	NA	NA	NA	FBgn0085280	FBgn0000567	NA	FBgn0052104	FBgn0037325	FBgn0024293	FBgn0033405	NA	NA	FBgn0266937	FBgn0027784	FBcl0476288
FBgn0031100	FBgn0031132	FBgn0035161	NA	NA	NA	FBgn0036770	FBgn0036789	NA	FBgn0052107	FBgn0038220	FBgn0024315	FBgn0033438	NA	NA	FBgn0267009	FBgn0028398	FBgn0016917
FBgn0030940	FBgn0031130	FBgn0035186	NA	NA	NA	FBgn0036786	FBgn0005633	NA	FBgn0052192	FBgn0038057	FBgn0024321	FBgn0033443	NA	NA	FBgn0267266	FBgn0028481	FBgn0004864
FBgn0030918	FBgn0040650	FBgn0035237	NA	NA	NA	FBgn0001078	FBgn0262182	NA	FBgn0052204	FBgn0030596	FBgn0024740	FBgn0033518	NA	NA	FBgn0267348	FBgn0029095	FBcl0399221
FBgn0030905	FBgn0040651	FBgn0035248	NA	NA	NA	FBgn0005564	FBgn0037169	NA	FBgn0052206	FBgn0032465	FBgn0024754	FBgn0033635	NA	NA	FBgn0267487	FBgn0030406	FBgn0001257
FBgn0030331	FBgn0031108	FBgn0025712	NA	NA	NA	FBgn0022774	FBgn0037170	NA	FBgn0052354	FBgn0040871	FBgn0024804	FBgn0033708	NA	NA	FBgn0267572	FBgn0030407	FBtp0024637
FBgn0028879	FBgn0040649	FBgn0035267	NA	NA	NA	FBgn0036899	FBgn0043791	NA	FBgn0052369	FBgn0086604	FBgn0024836	FBgn0033785	NA	NA	FBgn0267668	FBgn0030409	FBgn0015765
FBgn0031088	FBgn0030417	FBgn0035286	NA	NA	NA	FBgn0036920	FBgn0014380	NA	FBgn0052461	FBgn0036131	FBgn0024909	FBgn0033791	NA	NA	FBgn0267698	FBgn0030798	FBcl0438228
FBgn0030077	FBgn0030409	FBgn0035256	NA	NA	NA	FBgn0036921	FBgn0037819	NA	FBgn0052521	FBgn0031070	FBgn0024947	FBgn0033846	NA	NA	NA	FBgn0031228	FBgn0041100
FBgn0031596	FBgn0030390	FBgn0035270	NA	NA	NA	FBgn0004852	FBgn0037818	NA	FBgn0052523	FBgn0029825	FBgn0025454	FBgn0033850	NA	NA	NA	FBgn0031238	FBgn0023169
FBgn0031602	FBgn0030374	FBgn0029606	NA	NA	NA	FBgn0003165	FBgn0263403	NA	FBgn0052547	FBgn0029771	FBgn0025525	FBgn0033863	NA	NA	NA	FBgn0031245	FBgn0050410
FBgn0040705	FBgn0030364	FBgn0029596	NA	NA	NA	FBgn0263097	FBgn0051388	NA	FBgn0052683	FBgn0033184	FBgn0025574	FBgn0033899	NA	NA	NA	FBgn0031250	FBgn0259704
FBgn0031608	FBgn0030347	FBgn0036138	NA	NA	NA	FBgn0004595	FBgn0037908	NA	FBgn0052719	FBgn0037809	FBgn0025583	FBgn0033900	NA	NA	NA	FBgn0031251	FBgn0263316
FBgn0031610	FBgn0030340	FBgn0030981	NA	NA	NA	FBgn0037935	FBgn0037940	NA	FBgn0052758	FBgn0034022	FBgn0025692	FBgn0034045	NA	NA	NA	FBgn0031253	FBgn0026199
FBgn0031606	FBgn0030338	FBgn0038532	NA	NA	NA	FBgn0042110	FBgn0025821	NA	FBgn0052791	FBgn0030804	FBgn0025776	FBgn0034046	NA	NA	NA	FBgn0031254	FBcl0481150
FBgn0031607	FBgn0029817	FBgn0029922	NA	NA	NA	FBgn0037937	FBgn0003651	NA	FBgn0052834	FBgn0036665	FBgn0025833	FBgn0034060	NA	NA	NA	FBgn0031255	FBgn0017566
FBgn0031609	FBgn0030336	FBgn0029915	NA	NA	NA	FBgn0037938	FBgn0038070	NA	FBgn0052982	FBgn0036609	FBgn0025866	FBgn0034104	NA	NA	NA	FBgn0031256	FBcl0462137
FBgn0031132	FBgn0040575	FBgn0029911	NA	NA	NA	FBgn0037939	FBgn0038071	NA	FBgn0053057	FBgn0036608	FBgn0026147	FBgn0034105	NA	NA	NA	FBgn0031258	FBgn0031461
FBgn0038892	FBgn0030389	FBgn0029899	NA	NA	NA	FBgn0025821	FBgn0016693	NA	FBgn0053158	FBgn0036596	FBgn0026148	FBgn0034157	NA	NA	NA	FBgn0031263	FBcl0409788
FBgn0039727	FBgn0031101	FBgn0029898	NA	NA	NA	FBgn0003651	FBgn0086901	NA	FBgn0053203	FBgn0036595	FBgn0026239	FBgn0034158	NA	NA	NA	FBgn0031264	FBgn0004507
FBgn0039769	FBgn0036032	FBgn0029895	NA	NA	NA	FBgn0000024	FBgn0051314	NA	FBgn0032120	FBgn0036593	FBgn0026369	FBgn0034180	NA	NA	NA	FBgn0031265	FBcl0431442
FBgn0039770	FBgn0036028	FBgn0262730	NA	NA	NA	FBgn0038130	FBgn0038464	NA	FBgn0035154	FBgn0036592	FBgn0026389	FBgn0034182	NA	NA	NA	FBgn0031268	FBgn0033127
FBgn0039804	FBgn0036029	FBgn0039408	NA	NA	NA	FBgn0038133	FBgn0038465	NA	FBgn0053462	FBgn0036591	FBgn0027073	FBgn0034196	NA	NA	NA	FBgn0031270	FBgn0000490
FBgn0030667	FBgn0029820	FBgn0030558	NA	NA	NA	FBgn0038134	FBgn0051268	NA	FBgn0053673	FBgn0040796	FBgn0027080	FBgn0034249	NA	NA	NA	FBgn0031273	FBgn0011648
FBgn0030673	FBgn0038719	FBgn0040357	NA	NA	NA	FBgn0086371	FBgn0025456	NA	FBgn0053696	FBgn0036590	FBgn0027342	FBgn0034275	NA	NA	NA	FBgn0031275	FBgn0025800
FBgn0030694	FBgn0035393	FBgn0040365	NA	NA	NA	FBgn0259831	FBgn0038504	NA	FBgn0053700	FBgn0036563	FBgn0027363	FBgn0034276	NA	NA	NA	FBgn0031277	FBgn0011300
FBgn0031627	FBgn0031116	FBgn0029588	NA	NA	NA	FBgn0038143	FBgn0038525	NA	FBgn0053970	FBgn0032100	FBgn0027506	FBgn0034389	NA	NA	NA	FBgn0031279	FBcl0460947
FBgn0030665	FBgn0031099	FBgn0029589	NA	NA	NA	FBgn0261814	FBgn0261987	NA	FBgn0054050	FBgn0032175	FBgn0027580	FBgn0034394	NA	NA	NA	FBgn0031281	FBgn0260945
FBgn0030347	FBgn0031098	FBgn0038342	NA	NA	NA	FBgn0040554	FBgn0263995	NA	FBgn0083945	FBgn0033703	FBgn0027585	FBgn0034396	NA	NA	NA	FBgn0031282	FBgn0033238
FBgn0030340	FBgn0038741	FBgn0038422	NA	NA	NA	FBgn0262323	FBgn0038643	NA	FBgn0083950	FBgn0033680	FBgn0027596	FBgn0034436	NA	NA	NA	FBgn0031285	FBgn0028427
FBgn0030336	FBgn0038761	FBgn0032331	NA	NA	NA	FBgn0038191	FBgn0085311	NA	FBgn0083960	FBgn0033668	FBgn0027844	FBgn0034476	NA	NA	NA	FBgn0031287	FBgn0250753
FBgn0030983	FBgn0040571	FBgn0030361	NA	NA	NA	FBgn0038207	FBgn0261262	NA	FBgn0085195	FBgn0028903	FBgn0027929	FBgn0034529	NA	NA	NA	FBgn0031289	FBgn0266064
FBgn0030700	FBgn0038775	FBgn0035358	NA	NA	NA	FBgn0263929	FBgn0263983	NA	FBgn0085282	FBgn0036979	FBgn0028369	FBgn0034543	NA	NA	NA	FBgn0031292	FBgn0030844
FBgn0040743	FBgn0035249	FBgn0035440	NA	NA	NA	FBgn0038282	FBgn0038685	NA	FBgn0085369	FBgn0037016	FBgn0028424	FBgn0034552	NA	NA	NA	FBgn0031294	FBcl0479757
FBgn0039844	FBgn0028896	FBgn0035449	NA	NA	NA	FBgn0038318	FBgn0038686	NA	FBgn0085382	FBgn0086673	FBgn0028481	FBgn0034553	NA	NA	NA	FBgn0031296	FBgn0027109
FBgn0031101	FBgn0036396	FBgn0031100	NA	NA	NA	FBgn0000533	FBgn0260003	NA	FBgn0085385	FBgn0032609	FBgn0028494	FBgn0034590	NA	NA	NA	FBgn0031298	FBgn0030795
FBgn0029941	FBgn0036395	FBgn0034377	NA	NA	NA	FBgn0085304	FBgn0083975	NA	FBgn0085399	FBgn0035677	FBgn0028496	FBgn0034606	NA	NA	NA	FBgn0031299	FBcl0414785
FBgn0032779	FBgn0036393	FBgn0041702	NA	NA	NA	FBgn0038412	FBgn0023423	NA	FBgn0085466	FBgn0035699	FBgn0028509	FBgn0034629	NA	NA	NA	FBgn0031301	FBgn0031263
FBgn0029661	FBgn0036391	FBgn0034416	NA	NA	NA	FBgn0051266	FBgn0004863	NA	FBgn0031562	FBgn0035949	FBgn0028543	FBgn0034666	NA	NA	NA	FBgn0031304	FBcl0397519
FBgn0038881	FBgn0035423	FBgn0040729	NA	NA	NA	FBgn0051267	FBgn0039027	NA	FBgn0031238	FBgn0033851	FBgn0028622	FBgn0034667	NA	NA	NA	FBgn0031306	FBgn0261244
FBgn0028482	FBgn0035425	FBgn0032648	NA	NA	NA	FBgn0038566	FBgn0017590	NA	FBgn0040397	FBgn0036799	FBgn0028740	FBgn0034705	NA	NA	NA	FBgn0031307	FBcl0429701
FBgn0030701	FBgn0038717	FBgn0032649	NA	NA	NA	FBgn0003499	FBgn0039060	NA	FBgn0023520	FBgn0040809	FBgn0028888	FBgn0034706	NA	NA	NA	FBgn0031312	FBgn0261549
FBgn0035584	FBgn0038718	FBgn0030331	NA	NA	NA	FBgn0262468	FBgn0039094	NA	FBgn0036423	FBgn0036439	FBgn0028952	FBgn0034720	NA	NA	NA	FBgn0031313	FBgn0262656
