shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0052441	NA	NA	40396
NA	NA	FBgn0037102	NA	NA	40395
NA	NA	FBgn0037098	NA	NA	40391
NA	NA	FBgn0029152	NA	NA	44131
NA	NA	FBgn0026371	NA	NA	40384
NA	NA	FBgn0015239	NA	NA	40378
NA	NA	FBgn0037086	NA	NA	40376
NA	NA	FBgn0014143	NA	NA	40374
NA	NA	FBgn0037082	NA	NA	40371
NA	NA	FBgn0037074	NA	NA	40361
NA	NA	FBgn0003042	NA	NA	40358
NA	NA	FBgn0037070	NA	NA	40356
NA	NA	FBgn0037065	NA	NA	40350
NA	NA	FBgn0027945	NA	NA	40349
NA	NA	FBgn0037064	NA	NA	40347
NA	NA	FBgn0037063	NA	NA	40346
NA	NA	FBgn0037106	NA	NA	40400
NA	NA	FBgn0037108	NA	NA	40402
NA	NA	FBgn0037110	NA	NA	40404
NA	NA	FBgn0043783	NA	NA	40406
NA	NA	FBgn0052445	NA	NA	261603
NA	NA	FBgn0052446	NA	NA	326216
NA	NA	FBgn0037115	NA	NA	40409
NA	NA	FBgn0037117	NA	NA	40411
NA	NA	FBgn0037121	NA	NA	40415
NA	NA	FBgn0037125	NA	NA	40419
NA	NA	FBgn0037128	NA	NA	40422
NA	NA	FBgn0000560	NA	NA	40428
NA	NA	FBgn0022936	NA	NA	40429
NA	NA	FBgn0037134	NA	NA	40430
NA	NA	FBgn0037135	NA	NA	40431
NA	NA	FBgn0037138	NA	NA	40434
NA	NA	FBgn0046301	NA	NA	40432
NA	NA	FBgn0052448	NA	NA	318032
NA	NA	FBgn0037130	NA	NA	40424
NA	NA	FBgn0037127	NA	NA	40421
NA	NA	FBgn0037126	NA	NA	40420
NA	NA	FBgn0037123	NA	NA	40417
NA	NA	FBgn0037122	NA	NA	40416
NA	NA	FBgn0037120	NA	NA	40414
NA	NA	FBgn0052447	NA	NA	40412
NA	NA	FBgn0037116	NA	NA	40410
NA	NA	FBgn0037114	NA	NA	40408
NA	NA	FBgn0037109	NA	NA	40403
NA	NA	FBgn0037107	NA	NA	40401
NA	NA	FBgn0037105	NA	NA	40399
NA	NA	FBgn0037140	NA	NA	40437
NA	NA	FBgn0037142	NA	NA	40439
NA	NA	FBgn0037144	NA	NA	40441
NA	NA	FBgn0029091	NA	NA	40442
NA	NA	FBgn0037146	NA	NA	40443
NA	NA	FBgn0000045	NA	NA	40444
NA	NA	FBgn0004514	NA	NA	42452
NA	NA	FBgn0037149	NA	NA	40447
NA	NA	FBgn0000100	NA	NA	40451
NA	NA	FBgn0004414	NA	NA	45962
NA	NA	FBgn0037151	NA	NA	40450
NA	NA	FBgn0037150	NA	NA	40449
NA	NA	FBgn0027532	NA	NA	40448
NA	NA	FBgn0037147	NA	NA	40445
NA	NA	FBgn0037141	NA	NA	40438
NA	NA	FBgn0015075	NA	NA	40457
NA	NA	FBgn0004179	NA	NA	40459
NA	NA	FBgn0025702	NA	NA	40461
NA	NA	FBgn0027086	NA	NA	45785
NA	NA	FBgn0037164	NA	NA	40469
NA	NA	FBgn0037165	NA	NA	40470
NA	NA	FBgn0037166	NA	NA	40471
NA	NA	FBgn0037167	NA	NA	40472
NA	NA	FBgn0037163	NA	NA	40468
NA	NA	FBgn0004449	NA	NA	40464
NA	NA	FBgn0011771	NA	NA	40462
NA	NA	FBgn0037156	NA	NA	40458
NA	NA	FBgn0028500	NA	NA	40456
NA	NA	FBgn0037169	NA	NA	40474
NA	NA	FBgn0037170	NA	NA	40475
NA	NA	FBgn0037174	NA	NA	40479
NA	NA	FBgn0037176	NA	NA	40481
NA	NA	FBgn0037181	NA	NA	40486
NA	NA	FBgn0052452	NA	NA	318035
NA	NA	FBgn0037185	NA	NA	40491
NA	NA	FBgn0037188	NA	NA	2768961
NA	NA	FBgn0052451	NA	NA	40495
NA	NA	FBgn0037191	NA	NA	40497
NA	NA	FBgn0010830	NA	NA	46158
NA	NA	FBgn0037186	NA	NA	40492
NA	NA	FBgn0037184	NA	NA	40490
NA	NA	FBgn0037182	NA	NA	40487
NA	NA	FBgn0037171	NA	NA	40476
NA	NA	FBgn0037195	NA	NA	40501
NA	NA	FBgn0037197	NA	NA	40503
NA	NA	FBgn0053169	NA	NA	40504
NA	NA	FBgn0037202	NA	NA	40509
NA	NA	FBgn0037203	NA	NA	40510
NA	NA	FBgn0037204	NA	NA	40511
NA	NA	FBgn0037205	NA	NA	40512
NA	NA	FBgn0037206	NA	NA	40513
NA	NA	FBgn0037207	NA	NA	40514
NA	NA	FBgn0052457	NA	NA	318040
NA	NA	FBgn0052461	NA	NA	318042
NA	NA	FBgn0044324	NA	NA	40508
NA	NA	FBgn0010348	NA	NA	40506
NA	NA	FBgn0037199	NA	NA	40505
NA	NA	FBgn0052459	NA	NA	40502
NA	NA	FBgn0046878	NA	NA	40746
NA	NA	FBgn0037402	NA	NA	40748
NA	NA	FBgn0037405	NA	NA	40751
NA	NA	FBgn0051562	NA	NA	NA
NA	NA	FBgn0037408	NA	NA	40754
NA	NA	FBgn0037409	NA	NA	40755
NA	NA	FBgn0037410	NA	NA	40756
NA	NA	FBgn0037413	NA	NA	40759
NA	NA	FBgn0027527	NA	NA	40760
NA	NA	FBgn0037414	NA	NA	40761
NA	NA	FBgn0037416	NA	NA	40763
NA	NA	FBgn0037419	NA	NA	40766
NA	NA	FBgn0037424	NA	NA	40771
NA	NA	FBgn0037420	NA	NA	40767
NA	NA	FBgn0046875	NA	NA	170878
NA	NA	FBgn0046876	NA	NA	40747
NA	NA	FBgn0026077	NA	NA	40745
NA	NA	FBgn0037398	NA	NA	40743
NA	NA	FBgn0037396	NA	NA	40741
NA	NA	FBgn0037374	NA	NA	40714
NA	NA	FBgn0037375	NA	NA	40715
NA	NA	FBgn0028690	NA	NA	40717
NA	NA	FBgn0037377	NA	NA	40718
NA	NA	FBgn0037379	NA	NA	40720
NA	NA	FBgn0037384	NA	NA	40725
NA	NA	FBgn0037386	NA	NA	40727
NA	NA	FBgn0037387	NA	NA	40728
NA	NA	FBgn0037388	NA	NA	40729
NA	NA	FBgn0037389	NA	NA	NA
NA	NA	FBgn0028436	NA	NA	40732
NA	NA	FBgn0003261	NA	NA	40739
NA	NA	FBgn0010403	NA	NA	40738
NA	NA	FBgn0011281	NA	NA	40737
NA	NA	FBgn0040679	NA	NA	50152
NA	NA	FBgn0037391	NA	NA	40733
NA	NA	FBgn0029088	NA	NA	44274
NA	NA	FBgn0037383	NA	NA	40724
NA	NA	FBgn0037382	NA	NA	40723
NA	NA	FBgn0037378	NA	NA	40719
NA	NA	FBgn0037376	NA	NA	40716
NA	NA	FBgn0037372	NA	NA	40711
NA	NA	FBgn0037329	NA	NA	40655
NA	NA	FBgn0011715	NA	NA	40657
NA	NA	FBgn0037332	NA	NA	40659
NA	NA	FBgn0051550	NA	NA	40661
NA	NA	FBgn0010051	NA	NA	40664
NA	NA	FBgn0037338	NA	NA	40669
NA	NA	FBgn0037341	NA	NA	40672
NA	NA	FBgn0041191	NA	NA	117332
NA	NA	FBgn0037345	NA	NA	40677
NA	NA	FBgn0037347	NA	NA	40681
NA	NA	FBgn0037351	NA	NA	40687
NA	NA	FBgn0051549	NA	NA	40689
NA	NA	FBgn0037354	NA	NA	40690
NA	NA	FBgn0037356	NA	NA	40692
NA	NA	FBgn0037359	NA	NA	40696
NA	NA	FBgn0046222	NA	NA	40698
NA	NA	FBgn0037363	NA	NA	40700
NA	NA	FBgn0037368	NA	NA	40706
NA	NA	FBgn0037370	NA	NA	40708
NA	NA	FBgn0027497	NA	NA	40710
NA	NA	FBgn0037371	NA	NA	40709
NA	NA	FBgn0037369	NA	NA	40707
NA	NA	FBgn0037364	NA	NA	40701
NA	NA	FBgn0010772	NA	NA	40699
NA	NA	FBgn0037360	NA	NA	40697
NA	NA	FBgn0037358	NA	NA	40695
NA	NA	FBgn0027951	NA	NA	40693
NA	NA	FBgn0051548	NA	NA	318794
NA	NA	FBgn0051546	NA	NA	40691
NA	NA	FBgn0044823	NA	NA	40685
NA	NA	FBgn0017550	NA	NA	40683
NA	NA	FBgn0014366	NA	NA	40678
NA	NA	FBgn0037344	NA	NA	40676
NA	NA	FBgn0037342	NA	NA	40673
NA	NA	FBgn0037340	NA	NA	40671
NA	NA	FBgn0037339	NA	NA	40670
NA	NA	FBgn0037336	NA	NA	40666
NA	NA	FBgn0010399	NA	NA	40665
NA	NA	FBgn0051547	NA	NA	40663
NA	NA	FBgn0037330	NA	NA	40656
NA	NA	FBgn0037328	NA	NA	40654
NA	NA	FBgn0037327	NA	NA	40653
NA	NA	FBgn0037295	NA	NA	40619
NA	NA	FBgn0037297	NA	NA	40622
NA	NA	FBgn0037299	NA	NA	40624
NA	NA	FBgn0037301	NA	NA	40626
NA	NA	FBgn0003275	NA	NA	48312
NA	NA	FBgn0037324	NA	NA	40650
NA	NA	FBgn0037323	NA	NA	40649
NA	NA	FBgn0001311	NA	NA	45884
NA	NA	FBgn0037315	NA	NA	40640
NA	NA	FBgn0037312	NA	NA	40637
NA	NA	FBgn0037305	NA	NA	40630
NA	NA	FBgn0260462	NA	NA	40628
NA	NA	FBgn0040208	NA	NA	53566
NA	NA	FBgn0037298	NA	NA	40623
NA	NA	FBgn0037296	NA	NA	40621
NA	NA	FBgn0004913	NA	NA	40607
NA	NA	FBgn0037290	NA	NA	40613
NA	NA	FBgn0037293	NA	NA	40617
NA	NA	FBgn0040684	NA	NA	50157
NA	NA	FBgn0010313	NA	NA	40616
NA	NA	FBgn0037292	NA	NA	40615
NA	NA	FBgn0037291	NA	NA	40614
NA	NA	FBgn0037288	NA	NA	40611
NA	NA	FBgn0004436	NA	NA	40610
NA	NA	FBgn0004183	NA	NA	NA
NA	NA	FBgn0020280	NA	NA	40606
NA	NA	FBgn0037263	NA	NA	40578
NA	NA	FBgn0022981	NA	NA	40580
NA	NA	FBgn0037265	NA	NA	40582
NA	NA	FBgn0010750	NA	NA	40593
NA	NA	FBgn0037279	NA	NA	40599
NA	NA	FBgn0037284	NA	NA	40604
NA	NA	FBgn0037283	NA	NA	40603
NA	NA	FBgn0037282	NA	NA	40602
NA	NA	FBgn0037276	NA	NA	40595
NA	NA	FBgn0037275	NA	NA	40594
NA	NA	FBgn0027570	NA	NA	40588
NA	NA	FBgn0037270	NA	NA	40587
NA	NA	FBgn0040466	NA	NA	40579
NA	NA	FBgn0037261	NA	NA	40576
NA	NA	FBgn0052945	NA	NA	318261
NA	NA	FBgn0037232	NA	NA	40543
NA	NA	FBgn0037235	NA	NA	40547
NA	NA	FBgn0037238	NA	NA	40551
NA	NA	FBgn0037239	NA	NA	40552
NA	NA	FBgn0037240	NA	NA	40553
NA	NA	FBgn0003882	NA	NA	40554
NA	NA	FBgn0037241	NA	NA	40555
NA	NA	FBgn0037252	NA	NA	40566
NA	NA	FBgn0037254	NA	NA	40568
NA	NA	FBgn0037255	NA	NA	40569
NA	NA	FBgn0051523	NA	NA	326148
NA	NA	FBgn0051522	NA	NA	40567
NA	NA	FBgn0037251	NA	NA	40565
NA	NA	FBgn0037249	NA	NA	40563
NA	NA	FBgn0037248	NA	NA	40562
NA	NA	FBgn0052944	NA	NA	40560
NA	NA	FBgn0037242	NA	NA	40556
NA	NA	FBgn0037236	NA	NA	40548
NA	NA	FBgn0037231	NA	NA	40542
NA	NA	FBgn0037213	NA	NA	40522
NA	NA	FBgn0037215	NA	NA	40524
NA	NA	FBgn0037218	NA	NA	40527
NA	NA	FBgn0015331	NA	NA	40530
NA	NA	FBgn0010225	NA	NA	46008
NA	NA	FBgn0037227	NA	NA	40537
NA	NA	FBgn0037228	NA	NA	40538
NA	NA	FBgn0037229	NA	NA	40539
NA	NA	FBgn0037225	NA	NA	40535
NA	NA	FBgn0037220	NA	NA	40529
NA	NA	FBgn0037217	NA	NA	40526
NA	NA	FBgn0031670	NA	NA	33725
NA	NA	FBgn0000299	NA	NA	33727
NA	NA	FBgn0031676	NA	NA	33734
NA	NA	FBgn0031682	NA	NA	33742
NA	NA	FBgn0031683	NA	NA	33743
NA	NA	FBgn0031684	NA	NA	33744
NA	NA	FBgn0031681	NA	NA	326151
NA	NA	FBgn0028694	NA	NA	33738
NA	NA	FBgn0031678	NA	NA	326172
NA	NA	FBgn0031677	NA	NA	33735
NA	NA	FBgn0022023	NA	NA	45682
NA	NA	FBgn0031673	NA	NA	326150
NA	NA	FBgn0016075	NA	NA	33726
NA	NA	FBgn0053113	NA	NA	33721
NA	NA	FBgn0031696	NA	NA	33758
NA	NA	FBgn0016076	NA	NA	33759
NA	NA	FBgn0015031	NA	NA	46040
NA	NA	FBgn0031701	NA	NA	33764
NA	NA	FBgn0016920	NA	NA	33768
NA	NA	FBgn0016660	NA	NA	33769
NA	NA	FBgn0031703	NA	NA	33766
NA	NA	FBgn0031702	NA	NA	33765
NA	NA	FBgn0031700	NA	NA	33763
NA	NA	FBgn0031698	NA	NA	33761
NA	NA	FBgn0031697	NA	NA	33760
NA	NA	FBgn0000228	NA	NA	33757
NA	NA	FBgn0003716	NA	NA	33753
NA	NA	FBgn0031707	NA	NA	33771
NA	NA	FBgn0000318	NA	NA	43938
NA	NA	FBgn0031711	NA	NA	33775
NA	NA	FBgn0051989	NA	NA	33778
NA	NA	FBgn0002525	NA	NA	33782
NA	NA	FBgn0031717	NA	NA	33783
NA	NA	FBgn0031721	NA	NA	33787
NA	NA	FBgn0004620	NA	NA	33788
NA	NA	FBgn0031724	NA	NA	33792
NA	NA	FBgn0031728	NA	NA	33796
NA	NA	FBgn0031729	NA	NA	33797
NA	NA	FBgn0051646	NA	NA	33795
NA	NA	FBgn0031725	NA	NA	33793
NA	NA	FBgn0031723	NA	NA	33791
NA	NA	FBgn0031722	NA	NA	33790
NA	NA	FBgn0031720	NA	NA	33786
NA	NA	FBgn0014189	NA	NA	33781
NA	NA	FBgn0031716	NA	NA	33780
NA	NA	FBgn0031715	NA	NA	33779
NA	NA	FBgn0031710	NA	NA	33774
NA	NA	FBgn0031708	NA	NA	33772
NA	NA	FBgn0031730	NA	NA	33798
NA	NA	FBgn0024191	NA	NA	44238
NA	NA	FBgn0031736	NA	NA	33805
NA	NA	FBgn0031740	NA	NA	33809
NA	NA	FBgn0031741	NA	NA	33810
NA	NA	FBgn0031746	NA	NA	33815
NA	NA	FBgn0043362	NA	NA	33819
NA	NA	FBgn0015381	NA	NA	33823
NA	NA	FBgn0001128	NA	NA	33824
NA	NA	FBgn0031752	NA	NA	33825
NA	NA	FBgn0031753	NA	NA	33826
NA	NA	FBgn0031751	NA	NA	33822
NA	NA	FBgn0002855	NA	NA	33817
NA	NA	FBgn0002856	NA	NA	33816
NA	NA	FBgn0031745	NA	NA	33814
NA	NA	FBgn0051644	NA	NA	318868
NA	NA	FBgn0031739	NA	NA	33808
NA	NA	FBgn0031738	NA	NA	33807
NA	NA	FBgn0031737	NA	NA	33806
NA	NA	FBgn0031732	NA	NA	33800
NA	NA	FBgn0003980	NA	NA	33827
NA	NA	FBgn0031757	NA	NA	33832
NA	NA	FBgn0001942	NA	NA	33835
NA	NA	FBgn0001941	NA	NA	33836
NA	NA	FBgn0031760	NA	NA	33838
NA	NA	FBgn0051643	NA	NA	318867
NA	NA	FBgn0031768	NA	NA	33849
NA	NA	FBgn0031769	NA	NA	33850
NA	NA	FBgn0031770	NA	NA	33851
NA	NA	FBgn0031772	NA	NA	33853
NA	NA	FBgn0031774	NA	NA	33855
NA	NA	FBgn0031776	NA	NA	33857
NA	NA	FBgn0031784	NA	NA	33867
NA	NA	FBgn0031785	NA	NA	33868
NA	NA	FBgn0040950	NA	NA	50424
NA	NA	FBgn0031786	NA	NA	33869
NA	NA	FBgn0051639	NA	NA	318866
NA	NA	FBgn0031782	NA	NA	33865
NA	NA	FBgn0031779	NA	NA	33862
NA	NA	FBgn0031777	NA	NA	33858
NA	NA	FBgn0031775	NA	NA	33856
NA	NA	FBgn0031773	NA	NA	33854
NA	NA	FBgn0031771	NA	NA	33852
NA	NA	FBgn0029161	NA	NA	44132
NA	NA	FBgn0000052	NA	NA	33847
NA	NA	FBgn0031766	NA	NA	33846
NA	NA	FBgn0025742	NA	NA	33845
NA	NA	FBgn0031764	NA	NA	33843
NA	NA	FBgn0001089	NA	NA	33839
NA	NA	FBgn0031759	NA	NA	33837
NA	NA	FBgn0000308	NA	NA	33834
NA	NA	FBgn0031756	NA	NA	33831
NA	NA	FBgn0003979	NA	NA	33829
NA	NA	FBgn0040949	NA	NA	50423
NA	NA	FBgn0026755	NA	NA	53584
NA	NA	FBgn0015623	NA	NA	33883
NA	NA	FBgn0031805	NA	NA	33889
NA	NA	FBgn0043854	NA	NA	33890
NA	NA	FBgn0031815	NA	NA	33900
NA	NA	FBgn0031820	NA	NA	33906
NA	NA	FBgn0027496	NA	NA	33908
NA	NA	FBgn0051638	NA	NA	33910
NA	NA	FBgn0031822	NA	NA	33909
NA	NA	FBgn0031821	NA	NA	33907
NA	NA	FBgn0031818	NA	NA	33904
NA	NA	FBgn0031817	NA	NA	33902
NA	NA	FBgn0031816	NA	NA	33901
NA	NA	FBgn0031814	NA	NA	33899
NA	NA	FBgn0011722	NA	NA	33896
NA	NA	FBgn0031804	NA	NA	33888
NA	NA	FBgn0031801	NA	NA	33885
NA	NA	FBgn0031800	NA	NA	33884
NA	NA	FBgn0031799	NA	NA	33882
NA	NA	FBgn0031826	NA	NA	33913
NA	NA	FBgn0051637	NA	NA	33914
NA	NA	FBgn0031830	NA	NA	33918
NA	NA	FBgn0031836	NA	NA	33924
NA	NA	FBgn0031842	NA	NA	33930
NA	NA	FBgn0028467	NA	NA	33932
NA	NA	FBgn0031851	NA	NA	33943
NA	NA	FBgn0046704	NA	NA	249072
NA	NA	FBgn0031853	NA	NA	33946
NA	NA	FBgn0031855	NA	NA	33948
NA	NA	FBgn0025777	NA	NA	33944
NA	NA	FBgn0025595	NA	NA	33942
NA	NA	FBgn0031850	NA	NA	33941
NA	NA	FBgn0031849	NA	NA	33940
NA	NA	FBgn0028703	NA	NA	33939
NA	NA	FBgn0031848	NA	NA	33938
NA	NA	FBgn0000351	NA	NA	33937
NA	NA	FBgn0031844	NA	NA	33933
NA	NA	FBgn0051636	NA	NA	318865
NA	NA	FBgn0051633	NA	NA	33931
NA	NA	FBgn0051635	NA	NA	33928
NA	NA	FBgn0031837	NA	NA	33925
NA	NA	FBgn0031834	NA	NA	33922
NA	NA	FBgn0031832	NA	NA	33920
NA	NA	FBgn0031858	NA	NA	33951
NA	NA	FBgn0031860	NA	NA	33955
NA	NA	FBgn0051632	NA	NA	33957
NA	NA	FBgn0017551	NA	NA	33959
NA	NA	FBgn0031866	NA	NA	33962
NA	NA	FBgn0031868	NA	NA	33964
NA	NA	FBgn0004838	NA	NA	33968
NA	NA	FBgn0020616	NA	NA	33974
NA	NA	FBgn0031875	NA	NA	33976
NA	NA	FBgn0031877	NA	NA	33978
NA	NA	FBgn0021944	NA	NA	44701
NA	NA	FBgn0031879	NA	NA	33983
NA	NA	FBgn0016978	NA	NA	33982
NA	NA	FBgn0031878	NA	NA	33979
NA	NA	FBgn0031876	NA	NA	33977
NA	NA	FBgn0031873	NA	NA	33973
NA	NA	FBgn0031872	NA	NA	33972
NA	NA	FBgn0031871	NA	NA	33971
NA	NA	FBgn0031869	NA	NA	33969
NA	NA	FBgn0028554	NA	NA	33967
NA	NA	FBgn0011737	NA	NA	33965
NA	NA	FBgn0042092	NA	NA	33963
NA	NA	FBgn0031865	NA	NA	33961
NA	NA	FBgn0031861	NA	NA	33956
NA	NA	FBgn0042189	NA	NA	59227
NA	NA	FBgn0015776	NA	NA	33952
NA	NA	FBgn0031857	NA	NA	33950
NA	NA	FBgn0031856	NA	NA	33949
NA	NA	FBgn0031881	NA	NA	33987
NA	NA	FBgn0031885	NA	NA	33991
NA	NA	FBgn0031893	NA	NA	33999
NA	NA	FBgn0031897	NA	NA	34003
NA	NA	FBgn0031896	NA	NA	34002
NA	NA	FBgn0031895	NA	NA	34001
NA	NA	FBgn0031894	NA	NA	34000
NA	NA	FBgn0031888	NA	NA	33994
NA	NA	FBgn0031886	NA	NA	33992
NA	NA	FBgn0031882	NA	NA	33988
NA	NA	FBgn0051908	NA	NA	261613
NA	NA	FBgn0031902	NA	NA	34010
NA	NA	FBgn0002938	NA	NA	34012
NA	NA	FBgn0031905	NA	NA	34014
NA	NA	FBgn0031907	NA	NA	34016
NA	NA	FBgn0031908	NA	NA	34017
NA	NA	FBgn0031910	NA	NA	34019
NA	NA	FBgn0028387	NA	NA	43928
NA	NA	FBgn0031914	NA	NA	34023
NA	NA	FBgn0031918	NA	NA	34027
NA	NA	FBgn0011283	NA	NA	34031
NA	NA	FBgn0025697	NA	NA	34024
NA	NA	FBgn0031913	NA	NA	34022
NA	NA	FBgn0031909	NA	NA	34018
NA	NA	FBgn0031906	NA	NA	34015
NA	NA	FBgn0031904	NA	NA	34013
NA	NA	FBgn0083141	NA	NA	34035
NA	NA	FBgn0031925	NA	NA	34036
NA	NA	FBgn0031926	NA	NA	34037
NA	NA	FBgn0040299	NA	NA	53515
NA	NA	FBgn0041181	NA	NA	34045
NA	NA	FBgn0031941	NA	NA	34054
NA	NA	FBgn0003961	NA	NA	34060
NA	NA	FBgn0031946	NA	NA	34061
NA	NA	FBgn0031947	NA	NA	34062
NA	NA	FBgn0031951	NA	NA	34066
NA	NA	FBgn0031952	NA	NA	34067
NA	NA	FBgn0031950	NA	NA	34065
NA	NA	FBgn0025687	NA	NA	NA
NA	NA	FBgn0031948	NA	NA	34063
NA	NA	FBgn0031942	NA	NA	34055
NA	NA	FBgn0031940	NA	NA	34053
NA	NA	FBgn0014454	NA	NA	34052
NA	NA	FBgn0031939	NA	NA	34051
NA	NA	FBgn0031937	NA	NA	34049
NA	NA	FBgn0031936	NA	NA	34048
NA	NA	FBgn0031935	NA	NA	34047
NA	NA	FBgn0053296	NA	NA	2768941
NA	NA	FBgn0041182	NA	NA	34044
NA	NA	FBgn0031929	NA	NA	34041
NA	NA	FBgn0027515	NA	NA	34069
NA	NA	FBgn0004177	NA	NA	45959
NA	NA	FBgn0031954	NA	NA	34072
NA	NA	FBgn0031968	NA	NA	34086
NA	NA	FBgn0031975	NA	NA	34093
NA	NA	FBgn0044323	NA	NA	34096
NA	NA	FBgn0031979	NA	NA	34097
NA	NA	FBgn0031981	NA	NA	34099
NA	NA	FBgn0010287	NA	NA	34102
NA	NA	FBgn0013531	NA	NA	43952
NA	NA	FBgn0011230	NA	NA	46243
NA	NA	FBgn0031980	NA	NA	34098
NA	NA	FBgn0031974	NA	NA	34092
NA	NA	FBgn0031973	NA	NA	34091
NA	NA	FBgn0031972	NA	NA	34090
NA	NA	FBgn0031969	NA	NA	34087
NA	NA	FBgn0053121	NA	NA	326261
NA	NA	FBgn0051902	NA	NA	34082
NA	NA	FBgn0031961	NA	NA	34079
NA	NA	FBgn0031959	NA	NA	34077
NA	NA	FBgn0045038	NA	NA	250710
NA	NA	FBgn0031955	NA	NA	34073
NA	NA	FBgn0020618	NA	NA	34070
NA	NA	FBgn0031986	NA	NA	34105
NA	NA	FBgn0031988	NA	NA	34107
NA	NA	FBgn0031996	NA	NA	34115
NA	NA	FBgn0031997	NA	NA	34116
NA	NA	FBgn0031999	NA	NA	34118
NA	NA	FBgn0015299	NA	NA	34120
NA	NA	FBgn0032002	NA	NA	34123
NA	NA	FBgn0032003	NA	NA	34124
NA	NA	FBgn0032008	NA	NA	34129
NA	NA	FBgn0032013	NA	NA	34135
NA	NA	FBgn0032014	NA	NA	34136
NA	NA	FBgn0032016	NA	NA	34138
NA	NA	FBgn0032018	NA	NA	34140
NA	NA	FBgn0032020	NA	NA	34142
NA	NA	FBgn0032022	NA	NA	34144
NA	NA	FBgn0032025	NA	NA	34147
NA	NA	FBgn0051901	NA	NA	319014
NA	NA	FBgn0032026	NA	NA	34148
NA	NA	FBgn0032021	NA	NA	34143
NA	NA	FBgn0032017	NA	NA	34139
NA	NA	FBgn0032015	NA	NA	34137
NA	NA	FBgn0003502	NA	NA	34132
NA	NA	FBgn0032010	NA	NA	34131
NA	NA	FBgn0028987	NA	NA	49807
NA	NA	FBgn0032006	NA	NA	34127
NA	NA	FBgn0032005	NA	NA	34126
NA	NA	FBgn0032004	NA	NA	34125
NA	NA	FBgn0032000	NA	NA	34121
NA	NA	FBgn0003607	NA	NA	34119
NA	NA	FBgn0031998	NA	NA	34117
NA	NA	FBgn0031992	NA	NA	34111
NA	NA	FBgn0031990	NA	NA	34109
NA	NA	FBgn0031987	NA	NA	34106
NA	NA	FBgn0031985	NA	NA	326157
NA	NA	FBgn0032029	NA	NA	34152
NA	NA	FBgn0032030	NA	NA	34153
NA	NA	FBgn0032032	NA	NA	34155
NA	NA	FBgn0032034	NA	NA	34158
NA	NA	FBgn0032036	NA	NA	34160
NA	NA	FBgn0041717	NA	NA	NA
NA	NA	FBgn0032039	NA	NA	34164
NA	NA	FBgn0032040	NA	NA	34165
NA	NA	FBgn0051898	NA	NA	319012
NA	NA	FBgn0020497	NA	NA	34167
NA	NA	FBgn0027932	NA	NA	34170
NA	NA	FBgn0051897	NA	NA	319011
NA	NA	FBgn0029173	NA	NA	NA
NA	NA	FBgn0032047	NA	NA	34180
NA	NA	FBgn0032052	NA	NA	34185
NA	NA	FBgn0032054	NA	NA	34187
NA	NA	FBgn0032055	NA	NA	34188
NA	NA	FBgn0016122	NA	NA	34189
NA	NA	FBgn0028394	NA	NA	34191
NA	NA	FBgn0011259	NA	NA	34192
NA	NA	FBgn0032053	NA	NA	34186
NA	NA	FBgn0032051	NA	NA	34184
NA	NA	FBgn0032050	NA	NA	34183
NA	NA	FBgn0032048	NA	NA	34181
NA	NA	FBgn0026718	NA	NA	34176
NA	NA	FBgn0027490	NA	NA	34172
NA	NA	FBgn0001137	NA	NA	34171
NA	NA	FBgn0032042	NA	NA	34169
NA	NA	FBgn0014417	NA	NA	46386
NA	NA	FBgn0001084	NA	NA	34166
NA	NA	FBgn0040959	NA	NA	50433
NA	NA	FBgn0040098	NA	NA	53547
NA	NA	FBgn0015583	NA	NA	34162
NA	NA	FBgn0032033	NA	NA	34157
NA	NA	FBgn0032031	NA	NA	34154
NA	NA	FBgn0001114	NA	NA	34193
NA	NA	FBgn0032065	NA	NA	34202
NA	NA	FBgn0029123	NA	NA	44275
NA	NA	FBgn0032072	NA	NA	34209
NA	NA	FBgn0032069	NA	NA	34206
NA	NA	FBgn0032068	NA	NA	34205
NA	NA	FBgn0032067	NA	NA	34204
NA	NA	FBgn0032066	NA	NA	34203
NA	NA	FBgn0003209	NA	NA	44851
NA	NA	FBgn0004914	NA	NA	44544
NA	NA	FBgn0032059	NA	NA	34196
NA	NA	FBgn0032074	NA	NA	34211
NA	NA	FBgn0032075	NA	NA	34212
NA	NA	FBgn0052985	NA	NA	326244
NA	NA	FBgn0052984	NA	NA	34218
NA	NA	FBgn0032082	NA	NA	34219
NA	NA	FBgn0032085	NA	NA	34223
NA	NA	FBgn0040964	NA	NA	50438
NA	NA	FBgn0015316	NA	NA	34226
NA	NA	FBgn0032087	NA	NA	34227
NA	NA	FBgn0032088	NA	NA	34228
NA	NA	FBgn0032094	NA	NA	34234
NA	NA	FBgn0051609	NA	NA	318845
NA	NA	FBgn0052982	NA	NA	34237
NA	NA	FBgn0032100	NA	NA	34240
NA	NA	FBgn0032101	NA	NA	34241
NA	NA	FBgn0051708	NA	NA	34231
NA	NA	FBgn0032090	NA	NA	34230
NA	NA	FBgn0013746	NA	NA	34225
NA	NA	FBgn0011705	NA	NA	34222
NA	NA	FBgn0032084	NA	NA	34221
NA	NA	FBgn0032083	NA	NA	34220
NA	NA	FBgn0032080	NA	NA	34217
