shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0024806	NA	NA	252479
NA	NA	FBgn0000541	NA	NA	44811
NA	NA	FBgn0035113	NA	NA	38037
NA	NA	FBgn0035110	NA	NA	38033
NA	NA	FBgn0027587	NA	NA	38032
NA	NA	FBgn0025592	NA	NA	43913
NA	NA	FBgn0035106	NA	NA	38027
NA	NA	FBgn0035103	NA	NA	38023
NA	NA	FBgn0040688	NA	NA	50161
NA	NA	FBgn0035097	NA	NA	38016
NA	NA	FBgn0035137	NA	NA	38063
NA	NA	FBgn0035140	NA	NA	38068
NA	NA	FBgn0035142	NA	NA	38070
NA	NA	FBgn0035143	NA	NA	38071
NA	NA	FBgn0035145	NA	NA	38073
NA	NA	FBgn0035147	NA	NA	38076
NA	NA	FBgn0035150	NA	NA	38079
NA	NA	FBgn0035149	NA	NA	38078
NA	NA	FBgn0035148	NA	NA	38077
NA	NA	FBgn0016715	NA	NA	38075
NA	NA	FBgn0035146	NA	NA	38074
NA	NA	FBgn0035144	NA	NA	38072
NA	NA	FBgn0035141	NA	NA	38069
NA	NA	FBgn0001316	NA	NA	38067
NA	NA	FBgn0035139	NA	NA	38066
NA	NA	FBgn0035138	NA	NA	38064
NA	NA	FBgn0052343	NA	NA	38055
NA	NA	FBgn0052344	NA	NA	326208
NA	NA	FBgn0035165	NA	NA	38096
NA	NA	FBgn0035167	NA	NA	38098
NA	NA	FBgn0035168	NA	NA	38099
NA	NA	FBgn0035169	NA	NA	38100
NA	NA	FBgn0035171	NA	NA	38102
NA	NA	FBgn0052479	NA	NA	38103
NA	NA	FBgn0035176	NA	NA	38107
NA	NA	FBgn0035170	NA	NA	38101
NA	NA	FBgn0035166	NA	NA	38097
NA	NA	FBgn0035164	NA	NA	38095
NA	NA	FBgn0035162	NA	NA	38093
NA	NA	FBgn0035161	NA	NA	38092
NA	NA	FBgn0035160	NA	NA	38090
NA	NA	FBgn0035159	NA	NA	38089
NA	NA	FBgn0025676	NA	NA	38088
NA	NA	FBgn0035158	NA	NA	38087
NA	NA	FBgn0035157	NA	NA	38086
NA	NA	FBgn0052483	NA	NA	318050
NA	NA	FBgn0035154	NA	NA	38083
NA	NA	FBgn0035153	NA	NA	38082
NA	NA	FBgn0035152	NA	NA	38081
NA	NA	FBgn0035151	NA	NA	38080
NA	NA	FBgn0035179	NA	NA	2768997
NA	NA	FBgn0035181	NA	NA	38113
NA	NA	FBgn0035186	NA	NA	38120
NA	NA	FBgn0040281	NA	NA	53472
NA	NA	FBgn0004431	NA	NA	38122
NA	NA	FBgn0035187	NA	NA	38121
NA	NA	FBgn0025525	NA	NA	44254
NA	NA	FBgn0004870	NA	NA	38116
NA	NA	FBgn0263249	NA	NA	12798457
NA	NA	FBgn0263250	NA	NA	12798138
NA	NA	FBgn0263257	NA	NA	32468
NA	NA	FBgn0263258	NA	NA	32748
NA	NA	FBgn0263260	NA	NA	36046
NA	NA	FBgn0263278	NA	NA	33897
NA	NA	FBgn0263289	NA	NA	44448
NA	NA	FBgn0263316	NA	NA	41387
NA	NA	FBgn0263320	NA	NA	12797875
NA	NA	FBgn0263321	NA	NA	12797876
NA	NA	FBgn0263323	NA	NA	NA
NA	NA	FBgn0263324	NA	NA	NA
NA	NA	FBgn0263326	NA	NA	12797938
NA	NA	FBgn0263331	NA	NA	NA
NA	NA	FBgn0263333	NA	NA	NA
NA	NA	FBgn0263334	NA	NA	NA
NA	NA	FBgn0263335	NA	NA	NA
NA	NA	FBgn0263336	NA	NA	NA
NA	NA	FBgn0263337	NA	NA	NA
NA	NA	FBgn0263339	NA	NA	NA
NA	NA	FBgn0263341	NA	NA	NA
NA	NA	FBgn0263343	NA	NA	NA
NA	NA	FBgn0263345	NA	NA	NA
NA	NA	FBgn0263346	NA	NA	40583
NA	NA	FBgn0263351	NA	NA	42642
NA	NA	FBgn0263352	NA	NA	38963
NA	NA	FBgn0263353	NA	NA	40721
NA	NA	FBgn0263354	NA	NA	326165
NA	NA	FBgn0263355	NA	NA	35314
NA	NA	FBgn0263380	NA	NA	NA
NA	NA	FBgn0263384	NA	NA	NA
NA	NA	FBgn0263385	NA	NA	NA
NA	NA	FBgn0263388	NA	NA	NA
NA	NA	FBgn0263390	NA	NA	42710
NA	NA	FBgn0263391	NA	NA	37230
NA	NA	FBgn0263392	NA	NA	38347
NA	NA	FBgn0263395	NA	NA	37203
NA	NA	FBgn0263396	NA	NA	41666
NA	NA	FBgn0263397	NA	NA	36589
NA	NA	FBgn0263398	NA	NA	42894
NA	NA	FBgn0263402	NA	NA	12798044
NA	NA	FBgn0263403	NA	NA	12797883
NA	NA	FBgn0263404	NA	NA	12797889
NA	NA	FBgn0263405	NA	NA	NA
NA	NA	FBgn0263406	NA	NA	NA
NA	NA	FBgn0263410	NA	NA	NA
NA	NA	FBgn0263411	NA	NA	NA
NA	NA	FBgn0263412	NA	NA	NA
NA	NA	FBgn0263413	NA	NA	NA
NA	NA	FBgn0263456	NA	NA	39052
NA	NA	FBgn0263490	NA	NA	2768685
NA	NA	FBgn0263492	NA	NA	NA
NA	NA	FBgn0263495	NA	NA	NA
NA	NA	FBgn0263496	NA	NA	NA
NA	NA	FBgn0263498	NA	NA	NA
NA	NA	FBgn0263500	NA	NA	NA
NA	NA	FBgn0263501	NA	NA	NA
NA	NA	FBgn0263502	NA	NA	NA
NA	NA	FBgn0263509	NA	NA	NA
NA	NA	FBgn0263510	NA	NA	36150
NA	NA	FBgn0263585	NA	NA	NA
NA	NA	FBgn0263593	NA	NA	35790
NA	NA	FBgn0263594	NA	NA	40559
NA	NA	FBgn0263597	NA	NA	12798279
NA	NA	FBgn0263598	NA	NA	45012
NA	NA	FBgn0263599	NA	NA	39737
NA	NA	FBgn0263600	NA	NA	39746
NA	NA	FBgn0263601	NA	NA	39750
NA	NA	FBgn0263602	NA	NA	39757
NA	NA	FBgn0263603	NA	NA	39764
NA	NA	FBgn0263605	NA	NA	39774
NA	NA	FBgn0263606	NA	NA	5740624
NA	NA	FBgn0263607	NA	NA	317887
NA	NA	FBgn0263608	NA	NA	39778
NA	NA	FBgn0263612	NA	NA	NA
NA	NA	FBgn0263616	NA	NA	NA
NA	NA	FBgn0263618	NA	NA	NA
NA	NA	FBgn0263621	NA	NA	12797893
NA	NA	FBgn0263624	NA	NA	NA
NA	NA	FBgn0263625	NA	NA	NA
NA	NA	FBgn0263650	NA	NA	NA
NA	NA	FBgn0263656	NA	NA	14462557
NA	NA	FBgn0263657	NA	NA	NA
NA	NA	FBgn0263659	NA	NA	NA
NA	NA	FBgn0263660	NA	NA	NA
NA	NA	FBgn0263661	NA	NA	NA
NA	NA	FBgn0263667	NA	NA	37795
NA	NA	FBgn0263697	NA	NA	36539
NA	NA	FBgn0263705	NA	NA	32028
NA	NA	FBgn0263706	NA	NA	32729
NA	NA	FBgn0263707	NA	NA	14462625
NA	NA	FBgn0263740	NA	NA	41843
NA	NA	FBgn0263745	NA	NA	NA
NA	NA	FBgn0263746	NA	NA	NA
NA	NA	FBgn0263747	NA	NA	318910
NA	NA	FBgn0263748	NA	NA	14462401
NA	NA	FBgn0263764	NA	NA	NA
NA	NA	FBgn0263768	NA	NA	NA
NA	NA	FBgn0263772	NA	NA	31353
NA	NA	FBgn0263774	NA	NA	14462585
NA	NA	FBgn0263776	NA	NA	39231
NA	NA	FBgn0263780	NA	NA	3355066
NA	NA	FBgn0263782	NA	NA	42803
NA	NA	FBgn0263830	NA	NA	3355162
NA	NA	FBgn0263831	NA	NA	38594
NA	NA	FBgn0263832	NA	NA	38478
NA	NA	FBgn0263841	NA	NA	14462901
NA	NA	FBgn0263846	NA	NA	33601
NA	NA	FBgn0263852	NA	NA	34159
NA	NA	FBgn0263855	NA	NA	35522
NA	NA	FBgn0263863	NA	NA	42671
NA	NA	FBgn0263866	NA	NA	NA
NA	NA	FBgn0263868	NA	NA	NA
NA	NA	FBgn0263873	NA	NA	35277
NA	NA	FBgn0263911	NA	NA	40390
NA	NA	FBgn0263916	NA	NA	33921
NA	NA	FBgn0263929	NA	NA	41788
NA	NA	FBgn0263930	NA	NA	39013
NA	NA	FBgn0263933	NA	NA	33212
NA	NA	FBgn0263934	NA	NA	53557
NA	NA	FBgn0263968	NA	NA	31625
NA	NA	FBgn0263974	NA	NA	42236
NA	NA	FBgn0263975	NA	NA	NA
NA	NA	FBgn0263977	NA	NA	3355107
NA	NA	FBgn0263979	NA	NA	41836
NA	NA	FBgn0263980	NA	NA	5740318
NA	NA	FBgn0263985	NA	NA	NA
NA	NA	FBgn0263987	NA	NA	31459
NA	NA	FBgn0263988	NA	NA	38020
NA	NA	FBgn0263993	NA	NA	3771905
NA	NA	FBgn0263994	NA	NA	32448
NA	NA	FBgn0263995	NA	NA	45840
NA	NA	FBgn0263997	NA	NA	31962
NA	NA	FBgn0263998	NA	NA	36442
NA	NA	FBgn0264000	NA	NA	44484
NA	NA	FBgn0264001	NA	NA	39527
NA	NA	FBgn0264002	NA	NA	38296
NA	NA	FBgn0264006	NA	NA	39533
NA	NA	FBgn0264075	NA	NA	41084
NA	NA	FBgn0264078	NA	NA	32425
NA	NA	FBgn0264081	NA	NA	14462673
NA	NA	FBgn0264084	NA	NA	NA
NA	NA	FBgn0264085	NA	NA	NA
NA	NA	FBgn0264087	NA	NA	34038
NA	NA	FBgn0264089	NA	NA	36746
NA	NA	FBgn0264090	NA	NA	32889
NA	NA	FBgn0264253	NA	NA	34836
NA	NA	FBgn0264255	NA	NA	NA
NA	NA	FBgn0264260	NA	NA	14462778
NA	NA	FBgn0264263	NA	NA	NA
NA	NA	FBgn0264270	NA	NA	3772180
NA	NA	FBgn0264272	NA	NA	38131
NA	NA	FBgn0264273	NA	NA	246538
NA	NA	FBgn0264291	NA	NA	42077
NA	NA	FBgn0264294	NA	NA	35688
NA	NA	FBgn0264295	NA	NA	33617
NA	NA	FBgn0264296	NA	NA	14462693
NA	NA	FBgn0264305	NA	NA	14462845
NA	NA	FBgn0264308	NA	NA	34738
NA	NA	FBgn0264310	NA	NA	NA
NA	NA	FBgn0264324	NA	NA	43404
NA	NA	FBgn0264325	NA	NA	42850
NA	NA	FBgn0264326	NA	NA	42758
NA	NA	FBgn0264338	NA	NA	NA
NA	NA	FBgn0264339	NA	NA	5740629
NA	NA	FBgn0264342	NA	NA	14462699
NA	NA	FBgn0264346	NA	NA	NA
NA	NA	FBgn0264349	NA	NA	NA
NA	NA	FBgn0264351	NA	NA	NA
NA	NA	FBgn0264352	NA	NA	NA
NA	NA	FBgn0264357	NA	NA	42515
NA	NA	FBgn0264359	NA	NA	NA
NA	NA	FBgn0264366	NA	NA	NA
NA	NA	FBgn0264377	NA	NA	14462591
NA	NA	FBgn0264383	NA	NA	NA
NA	NA	FBgn0264385	NA	NA	NA
NA	NA	FBgn0264386	NA	NA	31550
NA	NA	FBgn0264389	NA	NA	32435
NA	NA	FBgn0264391	NA	NA	NA
NA	NA	FBgn0264433	NA	NA	14462678
NA	NA	FBgn0264434	NA	NA	NA
NA	NA	FBgn0264439	NA	NA	NA
NA	NA	FBgn0264442	NA	NA	34560
NA	NA	FBgn0264443	NA	NA	35284
NA	NA	FBgn0264449	NA	NA	31031
NA	NA	FBgn0264462	NA	NA	NA
NA	NA	FBgn0264468	NA	NA	NA
NA	NA	FBgn0264472	NA	NA	14462838
NA	NA	FBgn0264478	NA	NA	14462840
NA	NA	FBgn0264479	NA	NA	NA
NA	NA	FBgn0264480	NA	NA	NA
NA	NA	FBgn0264489	NA	NA	39153
NA	NA	FBgn0264490	NA	NA	44936
NA	NA	FBgn0264491	NA	NA	42596
NA	NA	FBgn0264492	NA	NA	48448
NA	NA	FBgn0264493	NA	NA	41704
NA	NA	FBgn0264494	NA	NA	33354
NA	NA	FBgn0264495	NA	NA	40793
NA	NA	FBgn0264502	NA	NA	32024
NA	NA	FBgn0264512	NA	NA	NA
NA	NA	FBgn0264513	NA	NA	NA
NA	NA	FBgn0264514	NA	NA	NA
NA	NA	FBgn0264515	NA	NA	NA
NA	NA	FBgn0264516	NA	NA	14462830
NA	NA	FBgn0264518	NA	NA	NA
NA	NA	FBgn0264542	NA	NA	32202
NA	NA	FBgn0264552	NA	NA	14462897
NA	NA	FBgn0264560	NA	NA	36337
NA	NA	FBgn0264561	NA	NA	40382
NA	NA	FBgn0264562	NA	NA	31162
NA	NA	FBgn0264567	NA	NA	NA
NA	NA	FBgn0264574	NA	NA	38109
NA	NA	FBgn0264598	NA	NA	31224
NA	NA	FBgn0264603	NA	NA	NA
NA	NA	FBgn0264606	NA	NA	38337
NA	NA	FBgn0264607	NA	NA	43828
NA	NA	FBgn0264617	NA	NA	NA
NA	NA	FBgn0264672	NA	NA	33424
NA	NA	FBgn0264691	NA	NA	31903
NA	NA	FBgn0264693	NA	NA	38491
NA	NA	FBgn0264694	NA	NA	41365
NA	NA	FBgn0264695	NA	NA	35007
NA	NA	FBgn0264699	NA	NA	14462915
NA	NA	FBgn0264706	NA	NA	NA
NA	NA	FBgn0264707	NA	NA	38050
NA	NA	FBgn0264709	NA	NA	NA
NA	NA	FBgn0264711	NA	NA	2768995
NA	NA	FBgn0264712	NA	NA	40647
NA	NA	FBgn0264720	NA	NA	NA
NA	NA	FBgn0264721	NA	NA	NA
NA	NA	FBgn0264722	NA	NA	NA
NA	NA	FBgn0264744	NA	NA	33535
NA	NA	FBgn0264745	NA	NA	NA
NA	NA	FBgn0264746	NA	NA	14462879
NA	NA	FBgn0264747	NA	NA	5740769
NA	NA	FBgn0264748	NA	NA	14462878
NA	NA	FBgn0264751	NA	NA	42215
NA	NA	FBgn0264753	NA	NA	14462605
NA	NA	FBgn0264775	NA	NA	14462476
NA	NA	FBgn0264776	NA	NA	41893
NA	NA	FBgn0264785	NA	NA	40633
NA	NA	FBgn0264790	NA	NA	NA
NA	NA	FBgn0264794	NA	NA	NA
NA	NA	FBgn0264815	NA	NA	34594
NA	NA	FBgn0264816	NA	NA	14462485
NA	NA	FBgn0264819	NA	NA	NA
NA	NA	FBgn0264822	NA	NA	NA
NA	NA	FBgn0264824	NA	NA	NA
NA	NA	FBgn0264827	NA	NA	NA
NA	NA	FBgn0264832	NA	NA	14462475
NA	NA	FBgn0264834	NA	NA	NA
NA	NA	FBgn0264840	NA	NA	NA
NA	NA	FBgn0264848	NA	NA	44118
NA	NA	FBgn0264855	NA	NA	33211
NA	NA	FBgn0264857	NA	NA	NA
NA	NA	FBgn0264877	NA	NA	NA
NA	NA	FBgn0264885	NA	NA	NA
NA	NA	FBgn0264890	NA	NA	NA
NA	NA	FBgn0264894	NA	NA	34732
NA	NA	FBgn0264895	NA	NA	34032
NA	NA	FBgn0264900	NA	NA	NA
NA	NA	FBgn0264902	NA	NA	NA
NA	NA	FBgn0264908	NA	NA	39730
NA	NA	FBgn0264911	NA	NA	14462537
NA	NA	FBgn0264922	NA	NA	33981
NA	NA	FBgn0264943	NA	NA	NA
NA	NA	FBgn0264953	NA	NA	34112
NA	NA	FBgn0264958	NA	NA	NA
NA	NA	FBgn0264959	NA	NA	35524
NA	NA	FBgn0264962	NA	NA	36658
NA	NA	FBgn0264975	NA	NA	31792
NA	NA	FBgn0264978	NA	NA	33434
NA	NA	FBgn0264979	NA	NA	33405
NA	NA	FBgn0264980	NA	NA	NA
NA	NA	FBgn0264988	NA	NA	14462674
NA	NA	FBgn0264991	NA	NA	14462464
NA	NA	FBgn0264992	NA	NA	NA
NA	NA	FBgn0265002	NA	NA	34341
NA	NA	FBgn0265003	NA	NA	35594
NA	NA	FBgn0265011	NA	NA	35904
NA	NA	FBgn0265045	NA	NA	36753
NA	NA	FBgn0265046	NA	NA	14462623
NA	NA	FBgn0265048	NA	NA	41921
NA	NA	FBgn0265052	NA	NA	37743
NA	NA	FBgn0265062	NA	NA	NA
NA	NA	FBgn0265063	NA	NA	14462489
NA	NA	FBgn0265064	NA	NA	NA
NA	NA	FBgn0265068	NA	NA	NA
NA	NA	FBgn0265071	NA	NA	NA
NA	NA	FBgn0265080	NA	NA	NA
NA	NA	FBgn0265082	NA	NA	40608
NA	NA	FBgn0265085	NA	NA	NA
NA	NA	FBgn0265086	NA	NA	NA
NA	NA	FBgn0265087	NA	NA	NA
NA	NA	FBgn0265089	NA	NA	38923
NA	NA	FBgn0265095	NA	NA	NA
NA	NA	FBgn0265096	NA	NA	NA
NA	NA	FBgn0265101	NA	NA	40982
NA	NA	FBgn0265102	NA	NA	38957
NA	NA	FBgn0265140	NA	NA	3772109
NA	NA	FBgn0265145	NA	NA	NA
NA	NA	FBgn0265148	NA	NA	NA
NA	NA	FBgn0265155	NA	NA	NA
NA	NA	FBgn0265156	NA	NA	NA
NA	NA	FBgn0265165	NA	NA	NA
NA	NA	FBgn0265174	NA	NA	19835383
NA	NA	FBgn0265177	NA	NA	19836175
NA	NA	FBgn0265180	NA	NA	19835749
NA	NA	FBgn0265182	NA	NA	19835727
NA	NA	FBgn0265186	NA	NA	36429
NA	NA	FBgn0265187	NA	NA	37657
NA	NA	FBgn0265190	NA	NA	42979
NA	NA	FBgn0265192	NA	NA	37511
NA	NA	FBgn0265193	NA	NA	37978
NA	NA	FBgn0265194	NA	NA	36694
NA	NA	FBgn0265201	NA	NA	19835876
NA	NA	FBgn0265202	NA	NA	NA
NA	NA	FBgn0265252	NA	NA	NA
NA	NA	FBgn0265253	NA	NA	NA
NA	NA	FBgn0265255	NA	NA	NA
NA	NA	FBgn0265262	NA	NA	45668
NA	NA	FBgn0265263	NA	NA	10178824
NA	NA	FBgn0265264	NA	NA	34461
NA	NA	FBgn0265265	NA	NA	318176
NA	NA	FBgn0265266	NA	NA	12798257
NA	NA	FBgn0265267	NA	NA	32708
NA	NA	FBgn0265269	NA	NA	33630
NA	NA	FBgn0265270	NA	NA	NA
NA	NA	FBgn0265271	NA	NA	41412
NA	NA	FBgn0265276	NA	NA	41423
NA	NA	FBgn0265296	NA	NA	38788
NA	NA	FBgn0265297	NA	NA	37070
NA	NA	FBgn0265298	NA	NA	53444
NA	NA	FBgn0265305	NA	NA	NA
NA	NA	FBgn0265306	NA	NA	NA
NA	NA	FBgn0265310	NA	NA	NA
NA	NA	FBgn0265315	NA	NA	NA
NA	NA	FBgn0265316	NA	NA	NA
NA	NA	FBgn0265342	NA	NA	19835750
NA	NA	FBgn0265351	NA	NA	40981
NA	NA	FBgn0265356	NA	NA	37190
NA	NA	FBgn0265362	NA	NA	19835072
NA	NA	FBgn0265364	NA	NA	NA
NA	NA	FBgn0265367	NA	NA	NA
NA	NA	FBgn0265368	NA	NA	NA
NA	NA	FBgn0265370	NA	NA	NA
NA	NA	FBgn0265373	NA	NA	19834814
NA	NA	FBgn0265376	NA	NA	NA
NA	NA	FBgn0265383	NA	NA	NA
NA	NA	FBgn0265413	NA	NA	31831
NA	NA	FBgn0265416	NA	NA	32303
NA	NA	FBgn0265417	NA	NA	19836089
NA	NA	FBgn0265418	NA	NA	NA
NA	NA	FBgn0265423	NA	NA	19834757
NA	NA	FBgn0265424	NA	NA	NA
NA	NA	FBgn0265425	NA	NA	NA
NA	NA	FBgn0265429	NA	NA	19836253
NA	NA	FBgn0265434	NA	NA	38001
NA	NA	FBgn0265444	NA	NA	NA
NA	NA	FBgn0265445	NA	NA	NA
NA	NA	FBgn0265464	NA	NA	31746
NA	NA	FBgn0265487	NA	NA	36945
NA	NA	FBgn0265497	NA	NA	NA
NA	NA	FBgn0265523	NA	NA	32225
NA	NA	FBgn0265526	NA	NA	NA
NA	NA	FBgn0265533	NA	NA	NA
NA	NA	FBgn0265537	NA	NA	NA
NA	NA	FBgn0265538	NA	NA	NA
NA	NA	FBgn0265539	NA	NA	NA
NA	NA	FBgn0265541	NA	NA	NA
NA	NA	FBgn0265548	NA	NA	NA
NA	NA	FBgn0265551	NA	NA	NA
NA	NA	FBgn0265574	NA	NA	38062
NA	NA	FBgn0265575	NA	NA	31340
NA	NA	FBgn0265577	NA	NA	NA
NA	NA	FBgn0265585	NA	NA	NA
NA	NA	FBgn0265586	NA	NA	NA
NA	NA	FBgn0265591	NA	NA	NA
NA	NA	FBgn0265593	NA	NA	NA
NA	NA	FBgn0265595	NA	NA	32063
NA	NA	FBgn0265597	NA	NA	32253
NA	NA	FBgn0265598	NA	NA	32846
NA	NA	FBgn0265605	NA	NA	36776
NA	NA	FBgn0265611	NA	NA	NA
NA	NA	FBgn0265623	NA	NA	36432
NA	NA	FBgn0265625	NA	NA	37150
NA	NA	FBgn0265630	NA	NA	32273
NA	NA	FBgn0265635	NA	NA	NA
NA	NA	FBgn0265648	NA	NA	NA
NA	NA	FBgn0265653	NA	NA	NA
NA	NA	FBgn0265657	NA	NA	NA
NA	NA	FBgn0265669	NA	NA	19835307
NA	NA	FBgn0265670	NA	NA	19834907
NA	NA	FBgn0265672	NA	NA	NA
NA	NA	FBgn0265673	NA	NA	NA
NA	NA	FBgn0265679	NA	NA	NA
NA	NA	FBgn0265683	NA	NA	NA
NA	NA	FBgn0265694	NA	NA	NA
NA	NA	FBgn0265702	NA	NA	NA
NA	NA	FBgn0265705	NA	NA	NA
NA	NA	FBgn0265712	NA	NA	NA
NA	NA	FBgn0265713	NA	NA	NA
NA	NA	FBgn0265719	NA	NA	NA
NA	NA	FBgn0265721	NA	NA	NA
NA	NA	FBgn0265727	NA	NA	NA
NA	NA	FBgn0265728	NA	NA	NA
NA	NA	FBgn0265732	NA	NA	NA
NA	NA	FBgn0265739	NA	NA	NA
NA	NA	FBgn0265745	NA	NA	NA
NA	NA	FBgn0265750	NA	NA	NA
NA	NA	FBgn0265751	NA	NA	NA
NA	NA	FBgn0265752	NA	NA	NA
NA	NA	FBgn0265760	NA	NA	NA
NA	NA	FBgn0265765	NA	NA	NA
NA	NA	FBgn0265767	NA	NA	3354992
NA	NA	FBgn0265778	NA	NA	33881
NA	NA	FBgn0265784	NA	NA	32817
NA	NA	FBgn0265785	NA	NA	19836004
NA	NA	FBgn0265787	NA	NA	NA
NA	NA	FBgn0265788	NA	NA	NA
NA	NA	FBgn0265801	NA	NA	NA
NA	NA	FBgn0265802	NA	NA	NA
NA	NA	FBgn0265804	NA	NA	NA
NA	NA	FBgn0265812	NA	NA	NA
NA	NA	FBgn0265817	NA	NA	NA
NA	NA	FBgn0265831	NA	NA	NA
NA	NA	FBgn0265834	NA	NA	19836050
NA	NA	FBgn0265842	NA	NA	NA
NA	NA	FBgn0265851	NA	NA	NA
NA	NA	FBgn0265852	NA	NA	NA
NA	NA	FBgn0265854	NA	NA	NA
NA	NA	FBgn0265855	NA	NA	NA
NA	NA	FBgn0265873	NA	NA	NA
NA	NA	FBgn0265878	NA	NA	NA
NA	NA	FBgn0265883	NA	NA	NA
NA	NA	FBgn0265884	NA	NA	NA
NA	NA	FBgn0265886	NA	NA	NA
NA	NA	FBgn0265892	NA	NA	NA
NA	NA	FBgn0265897	NA	NA	NA
NA	NA	FBgn0265900	NA	NA	NA
NA	NA	FBgn0265901	NA	NA	NA
NA	NA	FBgn0265907	NA	NA	NA
NA	NA	FBgn0265922	NA	NA	NA
NA	NA	FBgn0265935	NA	NA	35596
NA	NA	FBgn0265939	NA	NA	NA
NA	NA	FBgn0265954	NA	NA	NA
NA	NA	FBgn0265959	NA	NA	40224
NA	NA	FBgn0265963	NA	NA	NA
NA	NA	FBgn0265967	NA	NA	NA
NA	NA	FBgn0265974	NA	NA	36614
NA	NA	FBgn0265982	NA	NA	NA
NA	NA	FBgn0265988	NA	NA	38259
NA	NA	FBgn0265991	NA	NA	36740
NA	NA	FBgn0265998	NA	NA	43415
NA	NA	FBgn0266000	NA	NA	31424
NA	NA	FBgn0266003	NA	NA	NA
NA	NA	FBgn0266004	NA	NA	NA
NA	NA	FBgn0266005	NA	NA	NA
NA	NA	FBgn0266019	NA	NA	32136
NA	NA	FBgn0266021	NA	NA	NA
NA	NA	FBgn0266031	NA	NA	NA
NA	NA	FBgn0266040	NA	NA	NA
NA	NA	FBgn0266044	NA	NA	NA
NA	NA	FBgn0266053	NA	NA	42058
NA	NA	FBgn0266064	NA	NA	41823
NA	NA	FBgn0266068	NA	NA	NA
NA	NA	FBgn0266083	NA	NA	37874
NA	NA	FBgn0266084	NA	NA	39004
NA	NA	FBgn0266087	NA	NA	NA
NA	NA	FBgn0266095	NA	NA	NA
NA	NA	FBgn0266096	NA	NA	NA
NA	NA	FBgn0266099	NA	NA	39825
NA	NA	FBgn0266100	NA	NA	5740513
NA	NA	FBgn0266101	NA	NA	39099
NA	NA	FBgn0266111	NA	NA	36341
NA	NA	FBgn0266115	NA	NA	NA
NA	NA	FBgn0266124	NA	NA	317833
NA	NA	FBgn0266129	NA	NA	38007
NA	NA	FBgn0266137	NA	NA	43484
NA	NA	FBgn0266146	NA	NA	NA
NA	NA	FBgn0266158	NA	NA	NA
NA	NA	FBgn0266168	NA	NA	NA
NA	NA	FBgn0266186	NA	NA	36015
NA	NA	FBgn0266209	NA	NA	NA
NA	NA	FBgn0266214	NA	NA	NA
NA	NA	FBgn0266225	NA	NA	NA
NA	NA	FBgn0266226	NA	NA	NA
NA	NA	FBgn0266227	NA	NA	NA
NA	NA	FBgn0266231	NA	NA	NA
NA	NA	FBgn0266240	NA	NA	NA
NA	NA	FBgn0266244	NA	NA	NA
NA	NA	FBgn0266247	NA	NA	NA
NA	NA	FBgn0266248	NA	NA	NA
NA	NA	FBgn0266255	NA	NA	NA
NA	NA	FBgn0266258	NA	NA	NA
NA	NA	FBgn0266260	NA	NA	NA
NA	NA	FBgn0266261	NA	NA	19835010
NA	NA	FBgn0266268	NA	NA	43757
NA	NA	FBgn0266278	NA	NA	NA
NA	NA	FBgn0266282	NA	NA	42876
NA	NA	FBgn0266284	NA	NA	31097
NA	NA	FBgn0266302	NA	NA	NA
NA	NA	FBgn0266315	NA	NA	NA
NA	NA	FBgn0266329	NA	NA	NA
NA	NA	FBgn0266346	NA	NA	37479
NA	NA	FBgn0266347	NA	NA	40521
NA	NA	FBgn0266348	NA	NA	NA
NA	NA	FBgn0266350	NA	NA	NA
NA	NA	FBgn0266354	NA	NA	32688
NA	NA	FBgn0266369	NA	NA	35362
NA	NA	FBgn0266377	NA	NA	37741
NA	NA	FBgn0266398	NA	NA	NA
NA	NA	FBgn0266409	NA	NA	42691
NA	NA	FBgn0266410	NA	NA	41114
NA	NA	FBgn0266411	NA	NA	43580
NA	NA	FBgn0266417	NA	NA	39813
NA	NA	FBgn0266418	NA	NA	42676
NA	NA	FBgn0266420	NA	NA	37090
NA	NA	FBgn0266421	NA	NA	32113
NA	NA	FBgn0266429	NA	NA	44126
NA	NA	FBgn0266431	NA	NA	19835998
NA	NA	FBgn0266432	NA	NA	19835139
NA	NA	FBgn0266436	NA	NA	19835136
NA	NA	FBgn0266442	NA	NA	19835597
NA	NA	FBgn0266446	NA	NA	19834760
NA	NA	FBgn0266449	NA	NA	33859
NA	NA	FBgn0266452	NA	NA	39645
NA	NA	FBgn0266455	NA	NA	19834892
NA	NA	FBgn0266457	NA	NA	NA
NA	NA	FBgn0266464	NA	NA	41694
NA	NA	FBgn0266465	NA	NA	42064
NA	NA	FBgn0266518	NA	NA	35565
NA	NA	FBgn0266521	NA	NA	33863
NA	NA	FBgn0266549	NA	NA	NA
NA	NA	FBgn0266557	NA	NA	33185
NA	NA	FBgn0266564	NA	NA	NA
NA	NA	FBgn0266566	NA	NA	41932
NA	NA	FBgn0266569	NA	NA	7354475
NA	NA	FBgn0266570	NA	NA	31374
NA	NA	FBgn0266572	NA	NA	47141
NA	NA	FBgn0266579	NA	NA	326116
NA	NA	FBgn0266580	NA	NA	35512
NA	NA	FBgn0266581	NA	NA	42595
NA	NA	FBgn0266582	NA	NA	38378
NA	NA	FBgn0266588	NA	NA	NA
